,periodo,ars,indicador,valor,unidade,id,ano,mes,trimestre
14,2026-09-19,ARS Alentejo,Número estimado de episódios de urgência,962.0,episódio urgência,2026-09-19/ARS Alentejo/Número estimado de episódios de urgência,2026,9,3
15,2026-09-19,ARS Algarve,Número estimado de episódios de urgência,906.0,episódio urgência,2026-09-19/ARS Algarve/Número estimado de episódios de urgência,2026,9,3
16,2026-09-19,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),73.9111,minuto,2026-09-19/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
17,2026-09-19,ARS Norte,Taxa diária de atendimentos urgentes com internamento,7.82866,%,2026-09-19/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
18,2026-09-19,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,36.6768,epis. urg./100.000 resid.,2026-09-19/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
19,2026-09-19,ARS Alentejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),31.2557,minuto,2026-09-19/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
20,2026-09-19,Portugal Continental,Número estimado de episódios de urgência,15068.0,episódio urgência,2026-09-19/Portugal Continental/Número estimado de episódios de urgência,2026,9,3
21,2026-09-18,ARS Norte,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),61.5574,minuto,2026-09-18/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
22,2026-09-18,ARS Centro,Taxa diária de atendimentos urgentes com prioridade verde ou azul,29.1223,epis. urg./100.000 resid.,2026-09-18/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
23,2026-09-18,ARS Centro,Taxa diária de atendimentos urgentes com internamento,10.3987,%,2026-09-18/ARS Centro/Taxa diária de episódios de urgência com internamento (%),2026,9,3
24,2026-09-18,ARS Centro,Número estimado de episódios de urgência,2789.0,episódio urgência,2026-09-18/ARS Centro/Número estimado de episódios de urgência,2026,9,3
25,2026-09-18,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,38.0639,epis. urg./100.000 resid.,2026-09-18/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
26,2026-09-18,ARS Norte,Número estimado de episódios de urgência,6160.0,episódio urgência,2026-09-18/ARS Norte/Número estimado de episódios de urgência,2026,9,3
27,2026-09-18,ARS Centro,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),71.1853,minuto,2026-09-18/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
28,2026-09-18,ARS Alentejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,46.7033,epis. urg./100.000 resid.,2026-09-18/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
29,2026-09-18,ARS Lisboa e Vale do Tejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),97.0275,minuto,2026-09-18/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
30,2026-09-18,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com internamento,9.56047,%,2026-09-18/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
31,2026-09-18,ARS Alentejo,Taxa diária de atendimentos urgentes com internamento,10.9208,%,2026-09-18/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
32,2026-09-18,Portugal Continental,Número estimado de episódios de urgência,16278.0,episódio urgência,2026-09-18/Portugal Continental/Número estimado de episódios de urgência,2026,9,3
33,2026-09-18,ARS Norte,Taxa diária de atendimentos urgentes com prioridade verde ou azul,32.003,epis. urg./100.000 resid.,2026-09-18/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
34,2026-09-18,ARS Norte,Taxa diária de atendimentos urgentes com internamento,7.95682,%,2026-09-18/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
35,2026-09-18,ARS Alentejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),36.8177,minuto,2026-09-18/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
36,2026-09-18,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),72.8167,minuto,2026-09-18/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
37,2026-09-18,Portugal Continental,Taxa diária de atendimentos urgentes com internamento,9.11225,%,2026-09-18/Portugal Continental/Taxa diária de episódios de urgência com internamento (%),2026,9,3
38,2026-09-18,ARS Lisboa e Vale do Tejo,Número estimado de episódios de urgência,5243.0,episódio urgência,2026-09-18/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência,2026,9,3
39,2026-09-18,ARS Alentejo,Número estimado de episódios de urgência,1076.0,episódio urgência,2026-09-18/ARS Alentejo/Número estimado de episódios de urgência,2026,9,3
40,2026-09-18,ARS Algarve,Número estimado de episódios de urgência,1010.0,episódio urgência,2026-09-18/ARS Algarve/Número estimado de episódios de urgência,2026,9,3
41,2026-09-18,Portugal Continental,Taxa diária de atendimentos urgentes com prioridade verde ou azul,34.2039,epis. urg./100.000 resid.,2026-09-18/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
42,2026-09-17,ARS Norte,Número estimado de episódios de urgência,6253.0,episódio urgência,2026-09-17/ARS Norte/Número estimado de episódios de urgência,2026,9,3
43,2026-09-17,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com internamento,9.49195,%,2026-09-17/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
44,2026-09-17,ARS Lisboa e Vale do Tejo,Número estimado de episódios de urgência,5291.0,episódio urgência,2026-09-17/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência,2026,9,3
45,2026-09-17,ARS Alentejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),52.5365,minuto,2026-09-17/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
46,2026-09-17,ARS Alentejo,Taxa diária de atendimentos urgentes com internamento,12.543,%,2026-09-17/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
47,2026-09-17,Portugal Continental,Taxa diária de atendimentos urgentes com internamento,9.14083,%,2026-09-17/Portugal Continental/Taxa diária de episódios de urgência com internamento (%),2026,9,3
48,2026-09-17,Portugal Continental,Número estimado de episódios de urgência,16395.0,episódio urgência,2026-09-17/Portugal Continental/Número estimado de episódios de urgência,2026,9,3
49,2026-09-17,ARS Norte,Taxa diária de atendimentos urgentes com prioridade verde ou azul,32.0021,epis. urg./100.000 resid.,2026-09-17/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
50,2026-09-17,ARS Norte,Taxa diária de atendimentos urgentes com internamento,7.95887,%,2026-09-17/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
51,2026-09-17,ARS Centro,Taxa diária de atendimentos urgentes com prioridade verde ou azul,28.8154,epis. urg./100.000 resid.,2026-09-17/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
52,2026-09-17,ARS Centro,Taxa diária de atendimentos urgentes com internamento,10.2584,%,2026-09-17/ARS Centro/Taxa diária de episódios de urgência com internamento (%),2026,9,3
53,2026-09-17,ARS Algarve,Número estimado de episódios de urgência,882.0,episódio urgência,2026-09-17/ARS Algarve/Número estimado de episódios de urgência,2026,9,3
54,2026-09-17,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),67.924,minuto,2026-09-17/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
55,2026-09-17,ARS Norte,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),52.654,minuto,2026-09-17/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
56,2026-09-17,ARS Lisboa e Vale do Tejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),95.0438,minuto,2026-09-17/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
57,2026-09-17,ARS Alentejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,42.711,epis. urg./100.000 resid.,2026-09-17/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
58,2026-09-17,ARS Alentejo,Número estimado de episódios de urgência,1109.0,episódio urgência,2026-09-17/ARS Alentejo/Número estimado de episódios de urgência,2026,9,3
59,2026-09-17,Portugal Continental,Taxa diária de atendimentos urgentes com prioridade verde ou azul,34.4901,epis. urg./100.000 resid.,2026-09-17/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
60,2026-09-17,ARS Centro,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),65.4211,minuto,2026-09-17/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
61,2026-09-17,ARS Centro,Número estimado de episódios de urgência,2860.0,episódio urgência,2026-09-17/ARS Centro/Número estimado de episódios de urgência,2026,9,3
62,2026-09-17,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,39.8457,epis. urg./100.000 resid.,2026-09-17/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
63,2026-09-16,ARS Norte,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),53.2462,minuto,2026-09-16/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
64,2026-09-16,ARS Norte,Taxa diária de atendimentos urgentes com prioridade verde ou azul,29.8812,epis. urg./100.000 resid.,2026-09-16/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
65,2026-09-16,ARS Norte,Taxa diária de atendimentos urgentes com internamento,7.9924,%,2026-09-16/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
66,2026-09-16,ARS Lisboa e Vale do Tejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),117.139,minuto,2026-09-16/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
67,2026-09-16,ARS Algarve,Número estimado de episódios de urgência,1033.0,episódio urgência,2026-09-16/ARS Algarve/Número estimado de episódios de urgência,2026,9,3
68,2026-09-16,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),73.2532,minuto,2026-09-16/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
69,2026-09-16,ARS Centro,Taxa diária de atendimentos urgentes com prioridade verde ou azul,29.704,epis. urg./100.000 resid.,2026-09-16/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
70,2026-09-16,ARS Centro,Taxa diária de atendimentos urgentes com internamento,11.7735,%,2026-09-16/ARS Centro/Taxa diária de episódios de urgência com internamento (%),2026,9,3
71,2026-09-16,ARS Alentejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),47.1313,minuto,2026-09-16/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
72,2026-09-16,ARS Alentejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,44.4169,epis. urg./100.000 resid.,2026-09-16/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
73,2026-09-16,ARS Alentejo,Número estimado de episódios de urgência,1098.0,episódio urgência,2026-09-16/ARS Alentejo/Número estimado de episódios de urgência,2026,9,3
74,2026-09-16,Portugal Continental,Taxa diária de atendimentos urgentes com prioridade verde ou azul,32.9987,epis. urg./100.000 resid.,2026-09-16/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
75,2026-09-16,Portugal Continental,Taxa diária de atendimentos urgentes com internamento,9.08469,%,2026-09-16/Portugal Continental/Taxa diária de episódios de urgência com internamento (%),2026,9,3
76,2026-09-16,Portugal Continental,Número estimado de episódios de urgência,16461.0,episódio urgência,2026-09-16/Portugal Continental/Número estimado de episódios de urgência,2026,9,3
77,2026-09-16,ARS Centro,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),63.3515,minuto,2026-09-16/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
78,2026-09-16,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com internamento,9.03733,%,2026-09-16/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
79,2026-09-16,ARS Lisboa e Vale do Tejo,Número estimado de episódios de urgência,5233.0,episódio urgência,2026-09-16/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência,2026,9,3
80,2026-09-16,ARS Norte,Número estimado de episódios de urgência,6228.0,episódio urgência,2026-09-16/ARS Norte/Número estimado de episódios de urgência,2026,9,3
81,2026-09-16,ARS Alentejo,Taxa diária de atendimentos urgentes com internamento,7.93388,%,2026-09-16/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
82,2026-09-16,ARS Centro,Número estimado de episódios de urgência,2869.0,episódio urgência,2026-09-16/ARS Centro/Número estimado de episódios de urgência,2026,9,3
83,2026-09-16,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,37.4714,epis. urg./100.000 resid.,2026-09-16/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
84,2026-09-15,ARS Norte,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),64.0165,minuto,2026-09-15/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
85,2026-09-15,ARS Norte,Taxa diária de atendimentos urgentes com prioridade verde ou azul,30.3449,epis. urg./100.000 resid.,2026-09-15/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
86,2026-09-15,ARS Norte,Número estimado de episódios de urgência,6444.0,episódio urgência,2026-09-15/ARS Norte/Número estimado de episódios de urgência,2026,9,3
87,2026-09-15,ARS Lisboa e Vale do Tejo,Número estimado de episódios de urgência,5346.0,episódio urgência,2026-09-15/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência,2026,9,3
88,2026-09-15,ARS Alentejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),47.6781,minuto,2026-09-15/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
89,2026-09-15,ARS Alentejo,Número estimado de episódios de urgência,1104.0,episódio urgência,2026-09-15/ARS Alentejo/Número estimado de episódios de urgência,2026,9,3
90,2026-09-15,Portugal Continental,Taxa diária de atendimentos urgentes com prioridade verde ou azul,33.4351,epis. urg./100.000 resid.,2026-09-15/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
91,2026-09-15,Portugal Continental,Taxa diária de atendimentos urgentes com internamento,8.70774,%,2026-09-15/Portugal Continental/Taxa diária de episódios de urgência com internamento (%),2026,9,3
92,2026-09-15,ARS Norte,Taxa diária de atendimentos urgentes com internamento,8.06481,%,2026-09-15/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
93,2026-09-15,ARS Centro,Taxa diária de atendimentos urgentes com internamento,10.1657,%,2026-09-15/ARS Centro/Taxa diária de episódios de urgência com internamento (%),2026,9,3
94,2026-09-15,ARS Centro,Número estimado de episódios de urgência,3062.0,episódio urgência,2026-09-15/ARS Centro/Número estimado de episódios de urgência,2026,9,3
95,2026-09-15,ARS Algarve,Número estimado de episódios de urgência,947.0,episódio urgência,2026-09-15/ARS Algarve/Número estimado de episódios de urgência,2026,9,3
96,2026-09-15,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),77.1394,minuto,2026-09-15/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
97,2026-09-15,ARS Centro,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),82.9925,minuto,2026-09-15/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
98,2026-09-15,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,38.2772,epis. urg./100.000 resid.,2026-09-15/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
99,2026-09-15,ARS Alentejo,Taxa diária de atendimentos urgentes com internamento,8.53659,%,2026-09-15/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
100,2026-09-15,ARS Alentejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,44.875,epis. urg./100.000 resid.,2026-09-15/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
101,2026-09-15,ARS Centro,Taxa diária de atendimentos urgentes com prioridade verde ou azul,29.2926,epis. urg./100.000 resid.,2026-09-15/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
102,2026-09-15,ARS Lisboa e Vale do Tejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),97.7733,minuto,2026-09-15/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
103,2026-09-15,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com internamento,8.62895,%,2026-09-15/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
104,2026-09-15,Portugal Continental,Número estimado de episódios de urgência,16903.0,episódio urgência,2026-09-15/Portugal Continental/Número estimado de episódios de urgência,2026,9,3
105,2026-09-14,ARS Norte,Taxa diária de atendimentos urgentes com internamento,8.62466,%,2026-09-14/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
106,2026-09-14,Portugal Continental,Taxa diária de atendimentos urgentes com internamento,9.63652,%,2026-09-14/Portugal Continental/Taxa diária de episódios de urgência com internamento (%),2026,9,3
107,2026-09-14,ARS Centro,Número estimado de episódios de urgência,2878.0,episódio urgência,2026-09-14/ARS Centro/Número estimado de episódios de urgência,2026,9,3
108,2026-09-14,ARS Lisboa e Vale do Tejo,Número estimado de episódios de urgência,5309.0,episódio urgência,2026-09-14/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência,2026,9,3
109,2026-09-14,ARS Norte,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),49.6839,minuto,2026-09-14/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
110,2026-09-14,ARS Norte,Taxa diária de atendimentos urgentes com prioridade verde ou azul,32.6779,epis. urg./100.000 resid.,2026-09-14/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
111,2026-09-14,ARS Centro,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),64.8954,minuto,2026-09-14/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
112,2026-09-14,ARS Algarve,Número estimado de episódios de urgência,958.0,episódio urgência,2026-09-14/ARS Algarve/Número estimado de episódios de urgência,2026,9,3
113,2026-09-14,Portugal Continental,Taxa diária de atendimentos urgentes com prioridade verde ou azul,34.0236,epis. urg./100.000 resid.,2026-09-14/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
114,2026-09-14,Portugal Continental,Número estimado de episódios de urgência,16521.0,episódio urgência,2026-09-14/Portugal Continental/Número estimado de episódios de urgência,2026,9,3
115,2026-09-14,ARS Alentejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,43.2398,epis. urg./100.000 resid.,2026-09-14/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
116,2026-09-14,ARS Alentejo,Número estimado de episódios de urgência,1104.0,episódio urgência,2026-09-14/ARS Alentejo/Número estimado de episódios de urgência,2026,9,3
117,2026-09-14,ARS Centro,Taxa diária de atendimentos urgentes com internamento,11.0283,%,2026-09-14/ARS Centro/Taxa diária de episódios de urgência com internamento (%),2026,9,3
118,2026-09-14,ARS Alentejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),46.8773,minuto,2026-09-14/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
119,2026-09-14,ARS Alentejo,Taxa diária de atendimentos urgentes com internamento,16.9492,%,2026-09-14/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
120,2026-09-14,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),63.135,minuto,2026-09-14/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
121,2026-09-14,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com prioridade verde ou azul,38.2832,epis. urg./100.000 resid.,2026-09-14/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
122,2026-09-14,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com internamento,9.00704,%,2026-09-14/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
123,2026-09-14,ARS Norte,Número estimado de episódios de urgência,6272.0,episódio urgência,2026-09-14/ARS Norte/Número estimado de episódios de urgência,2026,9,3
124,2026-09-14,ARS Centro,Taxa diária de atendimentos urgentes com prioridade verde ou azul,27.6362,epis. urg./100.000 resid.,2026-09-14/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
125,2026-09-14,ARS Lisboa e Vale do Tejo,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),84.7367,minuto,2026-09-14/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
126,2026-09-13,ARS Lisboa e Vale do Tejo,Taxa diária de atendimentos urgentes com internamento,8.87045,%,2026-09-13/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%),2026,9,3
127,2026-09-13,ARS Lisboa e Vale do Tejo,Número estimado de episódios de urgência,4233.0,episódio urgência,2026-09-13/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência,2026,9,3
128,2026-09-13,Portugal Continental,Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),69.4931,minuto,2026-09-13/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar),2026,9,3
129,2026-09-13,Portugal Continental,Taxa diária de atendimentos urgentes com internamento,8.99654,%,2026-09-13/Portugal Continental/Taxa diária de episódios de urgência com internamento (%),2026,9,3
130,2026-09-13,ARS Norte,Taxa diária de atendimentos urgentes com internamento,8.37404,%,2026-09-13/ARS Norte/Taxa diária de episódios de urgência com internamento (%),2026,9,3
131,2026-09-13,ARS Centro,Taxa diária de atendimentos urgentes com prioridade verde ou azul,27.8975,epis. urg./100.000 resid.,2026-09-13/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes,2026,9,3
132,2026-09-13,ARS Centro,Número estimado de episódios de urgência,2459.0,episódio urgência,2026-09-13/ARS Centro/Número estimado de episódios de urgência,2026,9,3
